# index, vids, hemisphere, homologue, cell_type, annotations, cluster, _pos
2258,9585013,right,12281339,LHN,no official annotation,53,"array([0.61626603, 0.85625751])"
2259,9604434,right,15722990,pre-DN-VNC,no official annotation,78,"array([0.57913565, 0.72230412])"
2260,9606496,,-1,,,0,"array([0.74757354, 0.81501516])"
2261,9716858,right,1431256,sensory,gut,20,"array([0.61069438, 0.99543955])"
2262,9739780,left,3182103,pre-DN-SEZ,no official annotation,18,"array([0.72108487, 0.868641  ])"
2263,9748269,right,-1,sensory,gut,24,"array([0.65750222, 1.03843093])"
2264,9750356,right,12000033,DN-SEZ,no official annotation,4,"array([0.55973898, 0.93168472])"
2265,9787592,left,13191017,DN-SEZ,no official annotation,65,"array([0.60344535, 0.94849794])"
2266,9787933,left,867393,PN,gut 2nd_order PN,54,"array([0.61094426, 0.88386141])"
2267,9800031,,-1,,,0,"array([0.62760152, 0.86188003])"
2268,9808022,left,15658013,sensory,gustatory-external,6,"array([0.53012239, 0.98033578])"
2269,9811608,right,12371688,LHN,no official annotation,50,"array([0.66905257, 0.86245645])"
2270,9820270,left,15574328,sensory,gut,20,"array([0.61350201, 1.04268102])"
2271,9835169,left,9503203,sensory,respiratory,51,"array([0.70366129, 0.95944789])"
2272,9838294,left,15586536,sensory,gut,21,"array([0.65582526, 0.99246054])"
2273,9842000,right,9372642,RGN,no official annotation,56,"array([0.62434027, 0.91775551])"
2274,9845997,,-1,,,0,"array([0.66401343, 0.86781367])"
2275,9853425,right,5186461,sensory,gustatory-external,3,"array([0.58336394, 0.90447683])"
2276,9856062,,-1,,,0,"array([0.71076821, 0.82194715])"
2277,9940382,left,8124177,PN,vPN; visual 2nd_order PN,31,"array([0.6567883 , 0.86666241])"
2278,9961098,left,4311241,pre-DN-VNC,no official annotation,85,"array([0.58579924, 0.72723971])"
2279,10018150,left,17379298,DN-VNC,no official annotation,70,"array([0.67622749, 0.72112695])"
2280,10018161,left,17379360,DN-SEZ,no official annotation,70,"array([0.71212844, 0.78370573])"
2281,10079731,right,16541149,PN-somato,noci 2nd_order PN,78,"array([0.65954157, 0.75208356])"
2282,10119916,right,2369444,LHN,no official annotation,61,"array([0.61735429, 0.87218964])"
2283,10209260,left,17437719,MB-FBN,FBN-18,47,"array([0.62536993, 0.82390339])"
2284,10237401,,-1,,,0,"array([0.63323712, 0.74440965])"
2285,10238739,left,5893912,pre-DN-VNC,no official annotation,85,"array([0.66475681, 0.72032873])"
2286,10241716,left,-1,sensory,visual,0,"array([0.67460949, 0.99989621])"
2287,10248031,left,17380319,pre-DN-VNC,no official annotation,85,"array([0.59498471, 0.73708979])"
2288,10263287,right,17951049,DN-SEZ,no official annotation,24,"array([0.60368142, 1.0489575 ])"
2289,10276161,right,1646076,pre-DN-VNC,no official annotation,74,"array([0.64884036, 0.77700148])"
2290,10282065,left,5946241,PN-somato,mechano-Ch 2nd_order PN,50,"array([0.67800108, 0.86566757])"
2291,10287315,,-1,,,0,"array([0.71285851, 0.77243821])"
2292,10339991,right,17373283,CN,no official annotation,69,"array([0.59539437, 0.7703168 ])"
2293,10343101,,-1,,,0,"array([0.62965827, 0.85160969])"
2294,10382686,left,16100103,LHN,no official annotation,62,"array([0.62186353, 0.78759585])"
2295,10400440,left,18264509,CN,no official annotation,62,"array([0.65728235, 0.81014525])"
2296,10418394,left,2260755,RGN,no official annotation,63,"array([0.65804761, 0.94024651])"
2297,10447988,left,16540741,pre-DN-VNC,no official annotation,85,"array([0.64194974, 0.72346206])"
2298,10459723,left,13535380,RGN,no official annotation,83,"array([0.64753864, 0.91868675])"
2299,10523825,left,17455871,pre-DN-VNC,no official annotation,62,"array([0.63963898, 0.75550468])"
2300,10527147,left,7573476,DN-SEZ,no official annotation,23,"array([0.71396996, 0.81321988])"
2301,10563755,left,13535387,RGN,no official annotation,63,"array([0.67528146, 0.93108417])"
2302,10596949,left,13411445,pre-DN-VNC,no official annotation,77,"array([0.64613801, 0.77440919])"
2303,10627239,right,2438653,pre-DN-VNC,no official annotation,50,"array([0.66316885, 0.8427586 ])"
2304,10663559,right,12923749,pre-DN-SEZ,no official annotation,14,"array([0.73755655, 0.83149525])"
2305,10682411,,-1,,,0,"array([0.61654046, 0.89137862])"
2306,10714526,left,2911847,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.73189038, 0.84995505])"
2307,10728323,left,2655798,DN-SEZ,no official annotation,52,"array([0.71424539, 0.82411492])"
2308,10728333,left,13557064,DN-VNC,no official annotation,85,"array([0.63992384, 0.74150058])"
2309,10760217,,-1,,,0,"array([0.66700963, 0.79925981])"
2310,10766722,,-1,,,0,"array([0.68260282, 0.79921204])"
2311,10792336,,-1,,,0,"array([0.63303351, 0.7134776 ])"
2312,10797407,left,14760757,pre-DN-VNC,no official annotation,66,"array([0.64820805, 0.85658446])"
2313,10827212,,-1,,,0,"array([0.62257  , 0.8550966])"
2314,10842047,left,14914182,pre-DN-SEZ,no official annotation,62,"array([0.66078662, 0.81366016])"
2315,10842099,left,10882750,pre-DN-VNC,no official annotation,62,"array([0.66810888, 0.80487672])"
2316,10868477,right,11874130,sensory,respiratory,63,"array([0.68326828, 0.99148666])"
2317,10870424,right,17729973,pre-DN-VNC,no official annotation,71,"array([0.67007944, 0.80788825])"
2318,10877689,,-1,,,0,"array([0.68155185, 0.87889325])"
2319,10880408,left,10875178,pre-DN-VNC,no official annotation,62,"array([0.63150721, 0.76932953])"
2320,10882750,right,10842099,pre-DN-VNC,no official annotation,62,"array([0.66149223, 0.82067356])"
2321,10915553,left,11905911,DN-VNC,no official annotation,23,"array([0.71506069, 0.86917907])"
2322,10921106,left,16388736,DN-VNC,no official annotation,85,"array([0.65707629, 0.75564678])"
2323,10945111,right,5763407,DN-VNC,no official annotation,52,"array([0.71588179, 0.83381559])"
2324,10945795,right,15588711,DN-VNC,no official annotation,52,"array([0.70878083, 0.82898391])"
2325,10946002,right,17557290,CN,no official annotation,44,"array([0.64157007, 0.80077367])"
2326,10949030,right,8057753,ascending,unknown modality,23,"array([0.74828034, 0.82661011])"
2327,10949382,left,16945771,ascending,mechano-Ch,52,"array([0.67614412, 0.75631501])"
2328,10958210,left,17671375,pre-DN-SEZ,no official annotation,38,"array([0.60641106, 0.90225295])"
2329,10961507,left,3232808,LHN,no official annotation,44,"array([0.66913093, 0.78757683])"
2330,10963761,right,5617164,sensory,respiratory,63,"array([0.68341228, 0.90355627])"
2331,10986253,right,11079069,pre-DN-VNC,no official annotation,68,"array([0.67338463, 0.81670566])"
2332,11003696,,-1,,,0,"array([0.68681837, 0.89362801])"
2333,11013583,left,17589475,DN-VNC,no official annotation,88,"array([0.68571972, 0.70575456])"
2334,11022546,left,17663944,pre-DN-VNC,no official annotation,89,"array([0.60781398, 0.71482636])"
2335,11084320,left,8461082,pre-DN-VNC,no official annotation,46,"array([0.69501371, 0.85702793])"
2336,11157622,right,17036132,PN,gustatory-external 2nd_order PN,44,"array([0.60578701, 0.82897011])"
2337,11193510,left,3930411,LHN,no official annotation,38,"array([0.60361225, 0.90494008])"
2338,11195708,left,13968203,DN-SEZ,no official annotation,15,"array([0.546132  , 0.84828931])"
2339,11197975,,-1,,,0,"array([0.64831424, 0.86235144])"
2340,11216417,left,8451818,CN,no official annotation,58,"array([0.62813423, 0.79150054])"
2341,11271082,right,4663875,pre-DN-VNC,no official annotation,26,"array([0.70642019, 0.85266106])"
2342,11278919,right,10792617,pre-DN-VNC,no official annotation,66,"array([0.65913211, 0.80425391])"
2343,11306294,right,10583715,pre-DN-VNC,no official annotation,66,"array([0.6495369 , 0.81645123])"
2344,11333054,left,17884299,PN,Gustatory PN 1; gustatory-external 2nd_order PN,17,"array([0.5742441 , 0.87286416])"
2345,11359482,right,16935790,PN-somato,proprio 2nd_order PN,65,"array([0.63061652, 0.73966985])"
2346,11361875,right,14493841,PN-somato,FFN-27; noci 2nd_order PN,74,"array([0.64890326, 0.77296162])"
2347,11362589,right,15028907,PN-somato,proprio 2nd_order PN,85,"array([0.61049354, 0.71218183])"
2348,11389855,,-1,,,0,"array([0.64207691, 0.8144172 ])"
2349,11623145,right,16636860,pre-DN-VNC,no official annotation,52,"array([0.68248547, 0.86306512])"
2350,11624548,,-1,,,0,"array([0.6190724 , 0.81114792])"
2351,11625573,left,18545747,pre-DN-VNC,no official annotation,85,"array([0.6209747 , 0.75962341])"
2352,11637003,right,3945454,PN,FFN-4; FFN-5; gustatory-pharyngeal 2nd_order PN; gut 2nd_order PN; respiratory 2nd_order PN; mechano-II/III 2nd_order PN,54,"array([0.6089202 , 0.89489397])"
2353,11656349,left,16297403,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,35,"array([0.57600493, 0.86099643])"
2354,11717014,left,21591037,pre-DN-VNC,no official annotation,14,"array([0.75519093, 0.85290044])"
2355,11717025,,-1,,,0,"array([0.79847749, 0.86922352])"
2356,11717030,,-1,,,0,"array([0.72309169, 0.87401213])"
2357,11717035,,-1,,,0,"array([0.7995376 , 0.88213328])"
2358,11717040,,-1,,,0,"array([0.76429629, 0.85641314])"
2359,11717045,,-1,,,0,"array([0.76650346, 0.86648272])"
2360,11736972,left,15595823,sensory,gustatory-external,4,"array([0.60432145, 0.91242837])"
2361,11788830,right,12121795,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,31,"array([0.64354893, 0.89184073])"
2362,11838242,right,12089601,PN,gustatory-pharyngeal 2nd_order PN,8,"array([0.66125004, 0.90695464])"
2363,11874130,left,10868477,sensory,respiratory,63,"array([0.63087898, 0.9458166 ])"
2364,11876076,left,15674282,pre-DN-VNC,no official annotation,89,"array([0.58207752, 0.71661321])"
2365,11905911,right,10915553,DN-VNC,no official annotation,23,"array([0.69533855, 0.85323584])"
2366,11908619,left,8318813,CN,no official annotation,69,"array([0.55448382, 0.76818268])"
2367,11934107,left,3844961,PN,gustatory-external 2nd_order PN,31,"array([0.65599646, 0.87940593])"
2368,11941255,right,9787859,DN-SEZ,no official annotation,52,"array([0.59594264, 0.946771  ])"
2369,11946903,right,9524538,PN-somato,mechano-II/III 2nd_order PN,56,"array([0.62579269, 0.87639544])"
2370,11986594,left,6218461,PN,gustatory-external 2nd_order PN,37,"array([0.65527959, 0.89388333])"
2371,12026822,right,7955278,DN-SEZ,no official annotation,88,"array([0.65430047, 0.66875404])"
2372,12073881,left,12253020,sensory,gustatory-external,4,"array([0.59533604, 0.91385717])"
2373,12121795,left,11788830,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,31,"array([0.6348673 , 0.89575928])"
2374,12178825,right,16911458,sensory,respiratory,21,"array([0.70262209, 0.98166414])"
2375,12225666,left,4327684,PN,mPN; FFN-21; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN,22,"array([0.58851928, 0.87734545])"
2376,12252572,left,16651566,pre-DN-VNC,no official annotation,84,"array([0.6494478 , 0.75843427])"
2377,12253020,right,12073881,sensory,gustatory-external,4,"array([0.59911666, 0.90914975])"
2378,12279941,left,17328632,pre-DN-SEZ,no official annotation,71,"array([0.66539701, 0.82550725])"
2379,12281339,left,9585013,LHN,no official annotation,53,"array([0.61142136, 0.85616524])"
2380,12299704,left,10768709,pre-DN-SEZ,no official annotation,67,"array([0.64926228, 0.85399346])"
2381,12300089,,-1,,,0,"array([0.62273348, 0.85158989])"
2382,12367135,left,16666673,pre-DN-VNC,no official annotation,14,"array([0.76303054, 0.88965557])"
2383,12367568,left,12884490,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.74561409, 0.85721764])"
2384,12387154,left,8723267,LHN,no official annotation,38,"array([0.63230313, 0.87754651])"
2385,12420377,left,13242252,pre-DN-VNC,no official annotation,70,"array([0.70880583, 0.7305648 ])"
2386,12420898,left,5162462,pre-DN-VNC,no official annotation,86,"array([0.67495077, 0.72645502])"
2387,12422147,right,8070872,pre-DN-SEZ,no official annotation,71,"array([0.67943034, 0.75906594])"
2388,12509506,,-1,,,0,"array([0.67037869, 0.83880896])"
2389,12551020,left,14756061,pre-DN-VNC,no official annotation,73,"array([0.65784175, 0.78189078])"
2390,12587013,left,9015568,LHN,CN-39,74,"array([0.60121278, 0.78325013])"
2391,12634154,left,2357110,RGN,no official annotation,83,"array([0.62558564, 0.9389133 ])"
2392,12736001,left,15155348,pre-DN-VNC,no official annotation,86,"array([0.63816415, 0.73785651])"
2393,12866697,,-1,,,0,"array([0.60690329, 0.79542097])"
2394,12869029,,-1,,,0,"array([0.58270438, 0.78251255])"
2395,12923749,left,10663559,pre-DN-SEZ,no official annotation,14,"array([0.73203774, 0.86757466])"
2396,12990900,right,12654063,pre-DN-SEZ,no official annotation,68,"array([0.68036556, 0.80710077])"
2397,12998937,left,14938436,ascending,proprio,72,"array([0.62041766, 0.67495874])"
2398,13007383,right,18305476,DN-SEZ,no official annotation,88,"array([0.60967277, 0.68395025])"
2399,13049485,right,16096934,pre-DN-SEZ,no official annotation,48,"array([0.66304474, 0.87678714])"
2400,13081886,right,6572414,DN-VNC,no official annotation,71,"array([0.66518226, 0.82153812])"
2401,13137623,right,17352824,pre-DN-VNC,no official annotation,70,"array([0.70646916, 0.75800446])"
2402,13167025,right,16424131,DN-SEZ,no official annotation,51,"array([0.55875657, 0.87932579])"
2403,13191017,right,9787592,DN-SEZ,no official annotation,65,"array([0.59991627, 0.95662131])"
2404,13242252,right,12420377,pre-DN-VNC,no official annotation,70,"array([0.69858137, 0.74664777])"
2405,13405613,,-1,,,0,"array([0.62923499, 0.85765905])"
2406,13411394,,-1,,,0,"array([0.63966887, 0.78353706])"
2407,13422280,left,7589765,DN-VNC,no official annotation,25,"array([0.6518239 , 0.89843037])"
2408,13535380,right,10459723,RGN,no official annotation,83,"array([0.6511558 , 0.92739406])"
2409,13535387,right,10563755,RGN,no official annotation,63,"array([0.64993914, 0.93854561])"
2410,13589251,right,8021456,PN,33a PN; uPN; olfactory 2nd_order PN,12,"array([0.58363101, 0.86480796])"
2411,13675374,right,17448356,pre-DN-VNC,no official annotation,87,"array([0.64004286, 0.69974607])"
2412,13714311,left,8710444,pre-DN-VNC,no official annotation,85,"array([0.64774343, 0.76156765])"
2413,13718916,,-1,,,0,"array([0.57572484, 0.78924117])"
2414,13722900,right,16547281,pre-DN-VNC,no official annotation,87,"array([0.61614081, 0.69727927])"
2415,13724377,,-1,,,0,"array([0.67241506, 0.76684686])"
2416,13727202,right,17165755,DN-VNC,no official annotation,91,"array([0.627052  , 0.74132884])"
2417,13736919,left,17877682,DN-VNC,no official annotation,88,"array([0.56942044, 0.71359482])"
2418,13744425,left,2340336,sensory,gut,83,"array([0.62545342, 0.90757129])"
2419,13749806,left,14034206,DN-VNC,no official annotation,71,"array([0.67149896, 0.83014521])"
2420,13760954,right,14651659,DN-VNC,no official annotation,86,"array([0.59213156, 0.74247264])"
2421,13763548,right,17359501,DN-VNC,no official annotation,71,"array([0.67301509, 0.78484298])"
2422,13764822,right,8357933,DN-SEZ,no official annotation,78,"array([0.57317671, 0.75687516])"
2423,13774384,right,14522404,ascending,proprio,72,"array([0.68687711, 0.6695515 ])"
2424,13775497,right,18458734,ascending,unknown modality,70,"array([0.70887439, 0.70981471])"
2425,13793212,right,4523803,RGN,no official annotation,83,"array([0.63492032, 0.95210083])"
2426,13818467,left,17813001,pre-DN-SEZ,no official annotation,71,"array([0.6650613 , 0.80359765])"
2427,13830600,left,16057212,DN-SEZ,no official annotation,5,"array([0.53364774, 0.90575913])"
2428,13832416,left,5591201,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,44,"array([0.62799783, 0.8854912 ])"
2429,13833814,left,16316981,DN-SEZ,no official annotation,44,"array([0.60050263, 0.91609701])"
2430,13841523,right,15096548,pre-DN-VNC,no official annotation,27,"array([0.70242834, 0.86775831])"
2431,13842372,right,17358864,DN-SEZ,no official annotation,89,"array([0.61857846, 0.68938578])"
2432,13849274,,-1,,,0,"array([0.64371627, 0.74376396])"
2433,13953356,,-1,,,0,"array([0.57704821, 0.77933457])"
2434,13966828,,-1,,,0,"array([0.59802493, 0.86495257])"
2435,14154154,right,17545695,pre-DN-SEZ,mPN,22,"array([0.57651905, 0.85578216])"
2436,14450919,left,18220289,LHN,no official annotation,38,"array([0.60556343, 0.88047761])"
2437,14493841,left,11361875,PN-somato,FFN-27; noci 2nd_order PN,74,"array([0.63122375, 0.77917138])"
2438,14522404,left,13774384,ascending,proprio,72,"array([0.60775786, 0.71831245])"
2439,14586769,left,19048289,pre-DN-VNC,no official annotation,71,"array([0.65783528, 0.78564217])"
2440,14588375,right,18058793,DN-VNC,no official annotation,88,"array([0.64771649, 0.71655053])"
2441,14621584,left,17355864,pre-DN-VNC,no official annotation,78,"array([0.65777269, 0.74632341])"
2442,14638686,left,11891098,pre-DN-VNC,no official annotation,70,"array([0.68603741, 0.76396455])"
2443,14723506,left,17850822,pre-DN-SEZ,no official annotation,71,"array([0.66625382, 0.77559664])"
2444,14726012,left,9091922,pre-DN-VNC,no official annotation,85,"array([0.56302892, 0.72845632])"
2445,14754777,right,17360282,pre-DN-VNC,no official annotation,77,"array([0.644508  , 0.77094635])"
2446,14758420,right,17360262,LN,no official annotation,58,"array([0.62789951, 0.7856402 ])"
2447,14759661,right,17224013,pre-DN-SEZ,no official annotation,18,"array([0.68492703, 0.85188037])"
2448,14760757,right,10797407,pre-DN-VNC,no official annotation,66,"array([0.65656829, 0.87013563])"
2449,14913093,right,8059283,ascending,proprio,88,"array([0.66873429, 0.68063483])"
2450,14914182,right,10842047,pre-DN-SEZ,no official annotation,62,"array([0.65804248, 0.81383996])"
2451,14938436,right,12998937,ascending,proprio,72,"array([0.56926254, 0.68528628])"
2452,14981128,,-1,,,0,"array([0.6142749 , 0.83331913])"
2453,14995061,,-1,,,0,"array([0.68196419, 0.85481818])"
2454,15018449,right,17975547,pre-DN-VNC,no official annotation,72,"array([0.60179892, 0.70695403])"
2455,15023806,,-1,,,0,"array([0.65729304, 0.85665473])"
2456,15202263,right,3281684,RGN,no official annotation,83,"array([0.63690971, 0.93537996])"
2457,15225589,right,3158123,LHN,no official annotation,56,"array([0.62281148, 0.88604698])"
2458,15315491,left,15556861,ascending,proprio,72,"array([0.60996412, 0.69864658])"
2459,15365184,left,5512988,DN-VNC,no official annotation,52,"array([0.70345757, 0.81778007])"
2460,15398807,right,15997807,sensory,gustatory-pharyngeal,5,"array([0.58362426, 0.93192512])"
2461,15434200,right,15997983,sensory,gustatory-pharyngeal,5,"array([0.60938422, 0.93039529])"
2462,15445198,right,15995861,sensory,gustatory-pharyngeal,11,"array([0.44956757, 0.91563367])"
2463,15451084,right,15998261,sensory,gustatory-pharyngeal,5,"array([0.60361551, 0.93968081])"
2464,15458316,right,15998100,sensory,gustatory-pharyngeal,5,"array([0.60435273, 0.93408067])"
2465,15461769,right,15995404,sensory,gustatory-pharyngeal,5,"array([0.53957338, 0.93925981])"
2466,15467736,right,17454636,pre-DN-VNC,no official annotation,92,"array([0.62578194, 0.73302245])"
2467,15480928,right,11018254,MB-FBN,CN-13; FBN-6,75,"array([0.6165757 , 0.83481094])"
2468,15505837,right,15996271,sensory,gustatory-pharyngeal,7,"array([0.44413882, 0.95496937])"
2469,15507888,right,15997692,sensory,gustatory-pharyngeal,4,"array([0.54683994, 0.9396391 ])"
2470,15508475,right,15998913,sensory,gustatory-pharyngeal,-1,"array([0.30698344, 0.89985348])"
2471,15508735,right,15997666,sensory,gustatory-pharyngeal,65,"array([0.67449652, 0.91687951])"
2472,15512404,left,5786898,pre-DN-VNC,no official annotation,87,"array([0.60274056, 0.70323273])"
2473,15512408,left,4917442,pre-DN-VNC,no official annotation,87,"array([0.60032064, 0.68858985])"
2474,15516413,left,5816138,pre-DN-VNC,no official annotation,89,"array([0.59245748, 0.70466482])"
2475,15519213,left,5791548,CN,no official annotation,44,"array([0.63938094, 0.81294811])"
2476,15522152,left,15548844,DN-VNC,no official annotation,77,"array([0.62539845, 0.77006881])"
2477,15525711,left,9068346,pre-DN-VNC,no official annotation,84,"array([0.59113265, 0.70842409])"
2478,15525794,left,9069084,pre-DN-VNC,no official annotation,91,"array([0.59760197, 0.71553463])"
2479,15530882,right,15998817,sensory,gustatory-pharyngeal,5,"array([0.59356402, 0.95550166])"
2480,15531033,right,7439909,sensory,gustatory-pharyngeal,5,"array([0.58498917, 0.97630862])"
2481,15531916,right,15998782,sensory,gustatory-pharyngeal,5,"array([0.64631566, 0.93293529])"
2482,15532105,right,1709802,sensory,gustatory-pharyngeal,24,"array([0.59076912, 1.00533751])"
2483,15533421,right,15996160,sensory,gustatory-pharyngeal,6,"array([0.526117  , 0.96863866])"
2484,15541976,right,1706716,sensory,gustatory-pharyngeal,5,"array([0.52745262, 0.92478479])"
2485,15542354,right,17380936,sensory,gut,9,"array([0.57868338, 1.03434846])"
2486,15543068,right,1429969,sensory,gut,24,"array([0.63896598, 1.01717417])"
2487,15543394,right,15770904,sensory,gut,21,"array([0.61689938, 1.04914086])"
2488,15546924,right,1435466,sensory,gut,16,"array([0.61631493, 1.06023898])"
2489,15547732,right,1427012,sensory,gut,6,"array([0.60006036, 1.00466059])"
2490,15548107,right,15769419,sensory,gut,63,"array([0.61763675, 0.97734524])"
2491,15548694,right,1405493,sensory,gut,20,"array([0.61914047, 0.96921777])"
2492,15553218,,-1,,,0,"array([0.61930305, 0.73553408])"
2493,15559195,right,1367171,sensory,gut,63,"array([0.62609648, 0.97064889])"
2494,15560623,right,16928740,DN-VNC,no official annotation,70,"array([0.67859382, 0.77793879])"
2495,15561413,right,1400725,sensory,gut,20,"array([0.62284962, 0.98174243])"
2496,15562137,right,1377586,sensory,gut,20,"array([0.60987975, 0.96320094])"
2497,15563553,right,1392771,sensory,gut,20,"array([0.57303353, 0.96212544])"
2498,15564661,right,15984797,sensory,gut,16,"array([0.60040049, 1.0216584 ])"
2499,15564706,right,-1,sensory,gut,24,"array([0.61312466, 1.01775107])"
2500,15564782,right,1432836,sensory,gut,11,"array([0.63693177, 1.02842913])"
2501,15564807,right,1414206,sensory,gut,21,"array([0.61082183, 1.0697584 ])"
2502,15564882,right,7424178,sensory,gut,16,"array([0.59094379, 1.06924747])"
2503,15564911,right,1351125,sensory,gut,9,"array([0.6010137 , 1.07085874])"
2504,15567466,right,15984231,sensory,gut,16,"array([0.57323671, 0.99945547])"
2505,15569561,right,15982306,sensory,gut,16,"array([0.61853132, 1.03003857])"
2506,15572414,right,1428271,sensory,gut,11,"array([0.63365925, 1.07444413])"
2507,15573283,right,15998307,sensory,gustatory-pharyngeal,5,"array([0.61733573, 0.94997352])"
2508,15573331,right,1715990,sensory,gustatory-pharyngeal,5,"array([0.57898046, 0.9481959 ])"
2509,15573381,right,1391179,sensory,gut,21,"array([0.65531176, 1.00287273])"
2510,15573396,right,40152,sensory,gut,63,"array([0.64168082, 0.96955478])"
2511,15573450,right,1406463,sensory,gut,20,"array([0.64717234, 1.00254345])"
2512,15574199,right,1398253,sensory,gut,63,"array([0.63075533, 0.98765049])"
2513,15574508,right,-1,sensory,gut,9,"array([0.57915518, 1.0573933 ])"
2514,15575232,right,1419315,sensory,gut,9,"array([0.58837783, 1.05875483])"
2515,15575327,right,15769680,sensory,gut,21,"array([0.63058858, 1.04099554])"
2516,15576194,right,15994926,sensory,gut,9,"array([0.5621696 , 1.04082199])"
2517,15576292,left,17384874,pre-DN-SEZ,no official annotation,67,"array([0.64510661, 0.83618865])"
2518,15585114,right,12782494,pre-DN-SEZ,no official annotation,62,"array([0.63680071, 0.8183097 ])"
2519,15586536,right,9838294,sensory,gut,21,"array([0.63827305, 0.9946611 ])"
2520,15587166,right,15983225,sensory,gut,16,"array([0.56380841, 1.02257774])"
2521,15588389,right,18566501,LHN,no official annotation,32,"array([0.62998919, 0.81907441])"
2522,15588711,left,10945795,DN-VNC,no official annotation,52,"array([0.72459508, 0.809239  ])"
2523,15588800,right,15688358,sensory,gustatory-external,4,"array([0.59058916, 0.91760627])"
2524,15589411,right,15681740,sensory,gustatory-external,3,"array([0.60312115, 0.92130089])"
2525,15589738,right,16547297,pre-DN-VNC,no official annotation,86,"array([0.6609246 , 0.74816504])"
2526,15590761,left,15409328,sensory,gustatory-pharyngeal,5,"array([0.61225889, 0.92632394])"
2527,15590793,,-1,,,0,"array([0.66012727, 0.85009756])"
2528,15592096,left,16240569,MBIN,DAN-c1,57,"array([0.56267438, 0.80690262])"
2529,15592696,right,15997645,sensory,gustatory-pharyngeal,4,"array([0.60769682, 0.91939675])"
2530,15594038,right,15998319,sensory,gustatory-pharyngeal,-1,"array([0.24401415, 0.92315935])"
2531,15594123,right,15698623,sensory,gustatory-external,7,"array([0.28819806, 0.89964632])"
2532,15595607,right,15938337,sensory,gustatory-external,3,"array([0.55848157, 0.92603999])"
2533,15595823,right,11736972,sensory,gustatory-external,4,"array([0.59837706, 0.92661646])"
2534,15599768,right,992646,DN-SEZ,no official annotation,24,"array([0.52971472, 1.04511335])"
2535,15605301,left,15607335,pre-DN-SEZ,no official annotation,67,"array([0.65180382, 0.82728545])"
2536,15605657,right,15998899,sensory,gustatory-pharyngeal,-1,"array([0.52199253, 1.07689155])"
2537,15606239,right,7388340,pre-DN-SEZ,no official annotation,66,"array([0.64087355, 0.83711015])"
2538,15606918,right,15715796,sensory,gustatory-external,24,"array([0.45638306, 0.84641119])"
2539,15607180,right,15711222,sensory,gustatory-external,9,"array([0.41812325, 0.87746655])"
2540,15608355,left,6252764,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,8,"array([0.64213087, 0.90833974])"
2541,15609885,right,18934019,sensory,gustatory-external,3,"array([0.58632508, 0.91066337])"
2542,15610387,right,15679484,sensory,gustatory-external,24,"array([0.43095424, 0.90661695])"
2543,15610774,right,15792643,pre-DN-VNC,no official annotation,62,"array([0.66450335, 0.78708889])"
2544,15611642,right,15678441,sensory,gustatory-external,13,"array([0.33309818, 0.83110486])"
2545,15611791,right,15674083,sensory,gustatory-external,13,"array([0.42191505, 0.81778248])"
2546,15612241,right,3267019,sensory,gustatory-external,11,"array([0.37032822, 0.83354693])"
2547,15615081,right,15686512,sensory,gustatory-external,5,"array([0.60920739, 0.93657106])"
2548,15615305,right,15690392,sensory,gustatory-external,24,"array([0.186953  , 0.93785167])"
2549,15615475,right,15714845,sensory,gustatory-external,7,"array([0.29483228, 0.88623879])"
2550,15615877,right,15675901,sensory,gustatory-external,11,"array([0.38128079, 0.9087209 ])"
2551,15617459,right,15690955,sensory,gustatory-external,9,"array([0.37498815, 0.87123965])"
2552,15618756,right,15730680,sensory,gustatory-external,11,"array([0.35741009, 0.94187979])"
2553,15618976,right,15678849,sensory,gustatory-external,7,"array([0.33511141, 0.90066875])"
2554,15620432,right,15713374,sensory,gustatory-external,7,"array([0.34980056, 0.90808936])"
2555,15620606,right,15712024,sensory,gustatory-external,7,"array([0.32006352, 0.91108813])"
2556,15629241,right,15717229,sensory,gustatory-external,7,"array([0.33551777, 0.92224138])"
2557,15629355,right,15680710,sensory,gustatory-external,13,"array([0.36215143, 0.86415481])"
2558,15629759,left,2659504,pre-DN-VNC,no official annotation,70,"array([0.6915807 , 0.74634101])"
2559,15629888,right,15713206,sensory,gustatory-external,-1,"array([0.29603603, 0.95467119])"
2560,15632120,right,15608953,pre-DN-VNC,no official annotation,50,"array([0.66111464, 0.84507334])"
2561,15632282,,-1,,,0,"array([0.67358143, 0.85519288])"
2562,15637893,right,15725127,sensory,gustatory-pharyngeal,7,"array([0.24962193, 0.85813792])"
2563,15638520,right,15724520,sensory,gustatory-pharyngeal,7,"array([0.23843488, 0.87577543])"
2564,15638742,right,15714330,sensory,gustatory-external,9,"array([0.39184813, 0.88272781])"
